,ARR_DRT,ARR_GCH,CLASSE,DEB_DRT,DEB_GCH,DIR_VOIE,FIN_DRT,FIN_GCH,FIRE_STATION,ID_TRC,LIE_VOIE,LIM_DRT,LIM_GCH,Latitude,Longitude,NOM_VOIE,SENS_CIR,TIME_TO_FS,TYP_VOIE
56973,Saint-Laurent,Saint-Laurent,0,2135,2160,,2265,2290,FALSE,1609299,,Montréal,Montréal,45.52354021,-73.72361877,Prizeau,0,0.08040089,rue
56974,Saint-Laurent,Saint-Laurent,0,0,3350,,0,3398,FALSE,1609300,,Montréal,Montréal,45.5230954,-73.72291392,Garneys,0,0.082262397,rue
56975,Saint-Laurent,Saint-Laurent,0,0,2292,,0,2352,FALSE,1609301,,Montréal,Montréal,45.52257145,-73.72352215,Loiseau,0,0.080285517,rue
56976,Saint-Laurent,Saint-Laurent,0,0,3300,,0,3338,FALSE,1609302,,Montréal,Montréal,45.5221263,-73.72281028,Jean-Bouillet,0,0.078328693,rue
56977,Saint-Laurent,Saint-Laurent,0,3457,0,,3477,0,FALSE,1609303,,Montréal,Montréal,45.52349565,-73.72492009,Jean-Bouillet,0,0.077320756,rue
56978,Saint-Laurent,Saint-Laurent,0,2375,2378,,2445,2446,FALSE,1609304,,Montréal,Montréal,45.52242484,-73.7261851,Robitaille,0,0.077873763,rue
56979,Saint-Laurent,Saint-Laurent,0,3075,0,,3085,0,FALSE,1609306,,Montréal,Montréal,45.52164924,-73.72205766,Lauriault,0,0.076300638,rue
56981,Saint-Laurent,Saint-Laurent,0,3075,0,,3085,0,FALSE,1609306,,Montréal,Montréal,45.52117569,-73.72273876,Lauriault,0,0.078270262,rue
56982,Saint-Laurent,Saint-Laurent,0,2301,0,,2357,0,FALSE,1609308,,Montréal,Montréal,45.52263966,-73.72219335,Robichaud,0,0.077145708,rue
56983,Saint-Laurent,Saint-Laurent,0,2175,0,,2299,0,FALSE,1609309,,Montréal,Montréal,45.52374367,-73.7208957,Robichaud,0,0.078756449,rue
56984,Saint-Laurent,Saint-Laurent,0,2115,2120,,2155,2150,FALSE,1609310,,Montréal,Montréal,45.52425807,-73.720289,Robichaud,0,0.076803221,rue
56985,Saint-Laurent,Saint-Laurent,0,3049,3070,,3071,3082,FALSE,1609312,,Montréal,Montréal,45.52042345,-73.72073899,Jean-Bouillet,0,0.071977201,rue
56986,Saint-Laurent,Saint-Laurent,0,3049,3070,,3071,3082,FALSE,1609312,,Montréal,Montréal,45.52097526,-73.72111473,Jean-Bouillet,0,0.073597269,rue
57012,Saint-Laurent,Saint-Laurent,0,3087,3100,,3377,3398,FALSE,1609319,,Montréal,Montréal,45.52198959,-73.72545511,Lauriault,0,0.079789158,rue
57027,Saint-Laurent,Saint-Laurent,0,3475,3400,,3635,3630,FALSE,1609324,,Montréal,Montréal,45.52561973,-73.72243199,Garneys,0,0.072525253,rue
57028,Saint-Laurent,Saint-Laurent,0,3135,3100,,3215,3232,FALSE,1609328,,Montréal,Montréal,45.52312759,-73.71851041,Paul-Contant,0,0.07187842,rue
57029,Saint-Laurent,Saint-Laurent,0,2125,2100,,2125,2130,FALSE,1609329,de,Montréal,Montréal,45.52487461,-73.71761681,Vimy,0,0.066925826,rue
57030,Saint-Laurent,Saint-Laurent,0,2125,2100,,2125,2130,FALSE,1609329,de,Montréal,Montréal,45.52419626,-73.71847272,Vimy,0,0.068602633,rue
57032,Saint-Laurent,Saint-Laurent,0,2105,0,,2105,0,FALSE,1609331,,Montréal,Montréal,45.52299051,-73.71867203,Beauzèle,0,0.071357968,rue
57034,Saint-Laurent,Saint-Laurent,0,3067,0,,3127,0,FALSE,1609333,,Montréal,Montréal,45.5220561,-73.71854755,Carroll,0,0.067584387,rue
57036,Saint-Laurent,Saint-Laurent,5,2205,0,,2355,0,FALSE,1609335,,Montréal,Montréal,45.52145327,-73.71776053,Keller,1,0.065164295,boulevard
57059,Saint-Laurent,Saint-Laurent,0,0,0,,0,0,FALSE,1609342,,Montréal,Montréal,45.52270979,-73.7160953,Somerset,0,0.061452919,rue
57066,Saint-Laurent,Saint-Laurent,0,0,0,,0,0,FALSE,1609342,,Montréal,Montréal,45.52279933,-73.71690234,Somerset,0,0.064257879,rue
57067,Saint-Laurent,Saint-Laurent,0,2977,2990,,3085,3080,FALSE,1609343,,Montréal,Montréal,45.52304061,-73.71662261,Somerset,0,0.063495907,rue
57077,Saint-Laurent,Saint-Laurent,0,2149,2150,,2203,2202,FALSE,1609344,,Montréal,Montréal,45.52179939,-73.71663396,Barnes,0,0.062693083,rue
57085,Saint-Laurent,Saint-Laurent,5,2101,0,,2111,0,FALSE,1609347,,Montréal,Montréal,45.52291323,-73.71447353,Keller,1,0.054776912,boulevard
57087,Saint-Laurent,Saint-Laurent,5,2101,0,,2111,0,FALSE,1609347,,Montréal,Montréal,45.52224194,-73.71535384,Keller,1,0.058572876,boulevard
57094,Saint-Laurent,Saint-Laurent,7,4785,0,,4885,0,FALSE,1609363,,Montréal,Montréal,45.52307256,-73.70581363,Henri-Bourassa,1,0.043427897,boulevard
57096,Saint-Laurent,Saint-Laurent,7,0,4830,,0,4890,FALSE,1609364,,Montréal,Montréal,45.52298235,-73.70567388,Henri-Bourassa,-1,0.043890651,boulevard
57124,Saint-Laurent,Saint-Laurent,7,2415,0,,2535,0,FALSE,1609384,,Montréal,Montréal,45.52104043,-73.70548354,Marcel-Laurin,1,0.049713067,boulevard
57134,Saint-Laurent,Saint-Laurent,0,2401,2310,,2537,2500,FALSE,1609391,,Montréal,Montréal,45.49973524,-73.72790368,Guénette,0,0.047386245,rue
57135,Saint-Laurent,Saint-Laurent,0,0,4300,,0,4310,FALSE,1609392,,Montréal,Montréal,45.49836843,-73.72967275,Dobrin,0,0.044720406,rue
57136,Saint-Laurent,Saint-Laurent,6,0,5400,,0,5782,FALSE,1609394,,Montréal,Montréal,45.49794873,-73.73030242,Thimens,-1,0.045731514,boulevard
57146,Saint-Laurent,Saint-Laurent,0,4475,4448,,4477,4720,FALSE,1609401,,Montréal,Montréal,45.49421059,-73.72203128,Garand,0,0.039010911,rue
57174,Saint-Laurent,Saint-Laurent,0,2485,2500,,2525,2520,FALSE,1609420,,Montréal,Montréal,45.52211833,-73.70404782,Laval,0,0.044743559,chemin
57180,Saint-Laurent,Saint-Laurent,7,4501,4510,,4605,4700,FALSE,1609424,,Montréal,Montréal,45.52435373,-73.70274512,Henri-Bourassa,0,0.035199418,boulevard
57181,Saint-Laurent,Saint-Laurent,0,2415,2410,,2485,2470,FALSE,1609425,de,Montréal,Montréal,45.52378319,-73.70191524,Londres,0,0.037202887,rue
57184,Saint-Laurent,Saint-Laurent,7,4345,4310,,4495,4506,FALSE,1609426,,Montréal,Montréal,45.52537537,-73.70042421,Henri-Bourassa,0,0.028917072,boulevard
57185,Saint-Laurent,Saint-Laurent,0,2385,2390,,2425,2430,FALSE,1609427,de la,Montréal,Montréal,45.52471057,-73.69990123,Sorbonne,0,0.03147564,rue
57186,Saint-Laurent,Saint-Laurent,0,2281,2280,,2305,2300,FALSE,1609428,,Montréal,Montréal,45.52480577,-73.69947222,Laval,0,0.032538348,chemin
57187,Saint-Laurent,Saint-Laurent,0,2315,2310,,2319,2320,FALSE,1609429,,Montréal,Montréal,45.52454031,-73.70042995,Laval,0,0.032849756,chemin
57188,Saint-Laurent,Saint-Laurent,0,2367,2370,,2375,2384,FALSE,1609430,,Montréal,Montréal,45.52414132,-73.70132821,Laval,0,0.035364729,chemin
57191,Saint-Laurent,Saint-Laurent,0,2445,2430,,2445,2444,FALSE,1609433,,Montréal,Montréal,45.52274048,-73.70324229,Laval,0,0.041912292,chemin
57192,Saint-Laurent,Saint-Laurent,0,2245,2240,,2375,2370,FALSE,1609434,,Montréal,Montréal,45.52179009,-73.70173186,Connaught,-1,0.046159183,rue
57193,Saint-Laurent,Saint-Laurent,5,2233,2300,,2375,2302,FALSE,1609436,,Montréal,Montréal,45.52121291,-73.70245504,Grenet,0,0.049323182,rue
57195,Saint-Laurent,Saint-Laurent,0,1655,1660,,1657,1692,FALSE,1609438,d',Montréal,Montréal,45.52232335,-73.70096871,Oxford,0,0.043613831,rue
57197,Saint-Laurent,Saint-Laurent,0,1625,1610,,1645,1640,FALSE,1609441,d',Montréal,Montréal,45.5231014,-73.69998437,Oxford,0,0.040109418,rue
57198,Saint-Laurent,Saint-Laurent,0,2015,2010,,2195,2180,FALSE,1609442,,Montréal,Montréal,45.52120961,-73.69921473,Patricia,1,0.050478298,rue
57199,Saint-Laurent,Saint-Laurent,0,1665,1660,,1699,1674,FALSE,1609443,de,Montréal,Montréal,45.52065997,-73.69991672,Cambridge,0,0.053168048,rue
57200,Saint-Laurent,Saint-Laurent,0,1705,1710,,1737,1750,FALSE,1609445,de,Montréal,Montréal,45.52008132,-73.70065632,Cambridge,0,0.056300812,rue
57210,Saint-Laurent,Saint-Laurent,5,1845,1990,,1987,1990,FALSE,1609456,,Montréal,Montréal,45.51866386,-73.69842379,Grenet,0,0.053195336,rue
57213,Saint-Laurent,Saint-Laurent,5,1675,1676,,1693,1698,FALSE,1609460,,Montréal,Montréal,45.51953686,-73.6973215,Poirier,0,0.051346641,rue
57214,Saint-Laurent,Saint-Laurent,5,1655,1650,,1673,1670,FALSE,1609461,,Montréal,Montréal,45.51981085,-73.69695246,Poirier,0,0.05024388,rue
57216,Saint-Laurent,Saint-Laurent,5,1615,1600,,1619,1600,FALSE,1609464,,Montréal,Montréal,45.52026018,-73.6960611,Poirier,0,0.047991737,rue
57217,Saint-Laurent,Saint-Laurent,0,1615,1630,,1655,1630,FALSE,1609465,de,Montréal,Montréal,45.52164039,-73.69853171,Cambridge,0,0.047825708,rue
57219,Saint-Laurent,Saint-Laurent,0,2057,2060,,2085,2078,FALSE,1609466,de,Montréal,Montréal,45.52243977,-73.69863087,Londres,0,0.044010094,rue
57220,Saint-Laurent,Saint-Laurent,0,2057,2060,,2085,2078,FALSE,1609466,de,Montréal,Montréal,45.5226899,-73.69918568,Londres,0,0.042452089,rue
57222,Saint-Laurent,Saint-Laurent,1,0,0,,0,0,FALSE,1609468,de,Montréal,Montréal,45.52302215,-73.69808932,Norvick,0,0.046352932,rue
57223,Saint-Laurent,Saint-Laurent,0,0,0,,0,0,FALSE,1609469,de la,Montréal,Montréal,45.5238574,-73.69807565,Wartime Housing,-1,0.037188588,rue
57225,Saint-Laurent,Saint-Laurent,0,2007,2010,,2055,2050,FALSE,1609472,de,Montréal,Montréal,45.52215579,-73.69802989,Londres,0,0.045721967,rue
57226,Saint-Laurent,Saint-Laurent,0,1655,0,,1695,0,FALSE,1609473,,Montréal,Montréal,45.51741137,-73.69641518,Grenet,1,0.051810898,rue
57237,Saint-Laurent,Saint-Laurent,0,1805,1800,,1819,1820,FALSE,1609474,,Montréal,Montréal,45.52088598,-73.69635279,Laval,0,0.046013221,chemin
57239,Saint-Laurent,Saint-Laurent,0,1821,1828,,1849,1850,FALSE,1609475,,Montréal,Montréal,45.52150468,-73.69599161,Laval,0,0.0440469,chemin
57242,Saint-Laurent,Saint-Laurent,0,1851,1852,,1885,1920,FALSE,1609476,,Montréal,Montréal,45.52223983,-73.69559377,Laval,0,0.041385164,chemin
57247,Saint-Laurent,Saint-Laurent,0,1985,1950,,2075,2070,FALSE,1609478,de la,Montréal,Montréal,45.52299095,-73.69559434,Sorbonne,0,0.038270917,rue
57276,Saint-Laurent,Saint-Laurent,0,1895,0,,1985,0,FALSE,1609487,,Montréal,Montréal,45.52321305,-73.69568987,Laval,-1,0.037315313,chemin
57277,Saint-Laurent,Saint-Laurent,0,1405,1420,,1445,1450,FALSE,1609488,,Montréal,Montréal,45.52415621,-73.69513776,Cléroux,0,0.031689381,rue
57280,Saint-Laurent,Saint-Laurent,0,1405,1420,,1445,1450,FALSE,1609488,,Montréal,Montréal,45.52373233,-73.69605473,Cléroux,0,0.03492744,rue
57289,Saint-Laurent,Saint-Laurent,0,2215,0,,2279,0,FALSE,1609490,,Montréal,Montréal,45.52491051,-73.69886624,Laval,-1,0.034015149,chemin
57305,Saint-Laurent,Saint-Laurent,7,4005,0,,4055,0,FALSE,1609496,,Montréal,Montréal,45.5270289,-73.69694656,Henri-Bourassa,1,0.023887379,boulevard
57307,Saint-Laurent,Saint-Laurent,7,4005,0,,4055,0,FALSE,1609496,,Montréal,Montréal,45.5266114,-73.69777359,Henri-Bourassa,1,0.021605674,boulevard
57310,Saint-Laurent,Saint-Laurent,7,4095,0,,4097,0,FALSE,1609497,,Montréal,Montréal,45.52623207,-73.69843568,Henri-Bourassa,1,0.023566665,boulevard
57311,Saint-Laurent,Saint-Laurent,7,0,0,,0,0,FALSE,1609498,,Montréal,Montréal,45.52655089,-73.6976708,Henri-Bourassa,-1,0.021932641,boulevard
57319,Saint-Laurent,Saint-Laurent,0,2005,2010,,2219,2206,FALSE,1609500,,Montréal,Montréal,45.52750099,-73.69564259,Guertin,0,0.026749265,rue
57321,Saint-Laurent,Saint-Laurent,0,2031,2070,,2157,2184,FALSE,1609501,,Montréal,Montréal,45.52777546,-73.69474367,Filion,0,0.028659523,rue
57326,Saint-Laurent,Saint-Laurent,6,2005,2002,,2345,2344,FALSE,1609510,,Montréal,Montréal,45.52459265,-73.69457662,O'Brien,0,0.030055967,avenue
57331,Saint-Laurent,Saint-Laurent,5,1505,1530,,1549,1544,FALSE,1609521,,Montréal,Montréal,45.52090179,-73.69475607,Poirier,0,0.046276327,rue
57334,Saint-Laurent,Saint-Laurent,5,0,0,,0,0,FALSE,1609529,,Montréal,Montréal,45.51619023,-73.6946109,Grenet,0,0.046659381,rue
57336,Saint-Laurent,Saint-Laurent,5,0,0,,0,0,FALSE,1609529,,Montréal,Montréal,45.51677542,-73.69543332,Grenet,0,0.049068495,rue
57371,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9409,9432,Ouest,9455,9456,FALSE,1609560,,Montréal,Montréal,45.50764044,-73.76921784,Gouin,0,0.038817789,boulevard
57372,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4885,4870,,4905,4906,FALSE,1609563,,Montréal,Montréal,45.50480424,-73.76521195,Félix-McLernan,0,0.043611489,rue
57376,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4885,4870,,4905,4906,FALSE,1609563,,Montréal,Montréal,45.50504,-73.76725829,Félix-McLernan,0,0.041637526,rue
57378,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9461,9460,Ouest,9461,9464,FALSE,1609564,,Montréal,Montréal,45.50755124,-73.77078951,Gouin,0,0.037478191,boulevard
57385,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4907,4908,,4965,4964,FALSE,1609566,,Montréal,Montréal,45.50642956,-73.76947081,Félix-McLernan,0,0.03927768,rue
57389,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,0,9470,Ouest,0,9470,FALSE,1609568,,Montréal,Montréal,45.50723298,-73.77218492,Gouin,0,0.036234819,boulevard
57390,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9465,9480,Ouest,9467,9484,FALSE,1609569,,Montréal,Montréal,45.50690679,-73.77312795,Gouin,0,0.035343756,boulevard
57391,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9469,9486,Ouest,9497,9488,FALSE,1609570,,Montréal,Montréal,45.50651784,-73.77396949,Gouin,0,0.034489609,boulevard
57392,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,0,9500,Ouest,0,9500,FALSE,1609571,,Montréal,Montréal,45.50617395,-73.77477926,Gouin,0,0.03368734,boulevard
57393,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9501,9502,Ouest,9501,9506,FALSE,1609572,,Montréal,Montréal,45.50541409,-73.77643798,Gouin,0,0.03200824,boulevard
57394,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,4962,,0,5000,FALSE,1609573,,Montréal,Montréal,45.50449966,-73.77502344,Sainte-Suzanne,0,0.033638849,rue
57395,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,332,339,,398,399,FALSE,1609574,,Montréal,Montréal,45.5040617,-73.77151204,Laurin,0,0.03745376,rue
57403,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4928,4931,,5016,5019,FALSE,1609576,,Montréal,Montréal,45.50433692,-73.76912191,Olympia,0,0.039753729,rue
57404,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4968,4969,,5000,4999,FALSE,1609577,d',Montréal,Montréal,45.50592411,-73.77012186,Orléans,0,0.038592759,rue
57405,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4928,4933,,4960,4965,FALSE,1609579,d',Montréal,Montréal,45.5048262,-73.76849441,Orléans,0,0.040427058,rue
57406,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4924,4925,,4924,4929,FALSE,1609581,,Montréal,Montréal,45.50413408,-73.76881314,Olympia,0,0.040199561,rue
57407,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4899,4910,,4955,4960,FALSE,1609584,,Montréal,Montréal,45.50366444,-73.77246444,Sainte-Suzanne,0,0.03626144,rue
57436,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,8600,8601,,8664,8645,FALSE,1609593,,Montréal,Montréal,45.50092427,-73.77440383,Basswood,0,0.032705472,rue
57457,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4509,4502,,4549,4550,FALSE,1609594,,Montréal,Montréal,45.50044235,-73.77517348,Cloverdale,0,0.031618184,rue
57461,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,0,,0,0,FALSE,1609595,,Montréal,Montréal,45.50158869,-73.77499427,Alexander,0,0.032250346,rue
57462,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9511,9510,Ouest,9525,9524,FALSE,1609598,,Montréal,Montréal,45.50508841,-73.77715182,Gouin,0,0.031286514,boulevard
57463,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9511,9510,Ouest,9525,9524,FALSE,1609598,,Montréal,Montréal,45.50460558,-73.77815281,Gouin,0,0.030256869,boulevard
57465,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9531,9534,Ouest,9535,9534,FALSE,1609599,,Montréal,Montréal,45.50433271,-73.77891765,Gouin,0,0.029528342,boulevard
57466,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4655,4674,,4695,4734,FALSE,1609600,,Montréal,Montréal,45.50315139,-73.77703055,Alexander,0,0.032057184,rue
57467,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,0,,0,0,FALSE,1609601,,Montréal,Montréal,45.50299026,-73.77677475,Alexander,0,0.032348616,rue
57468,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,11,10,,33,32,FALSE,1609603,,Montréal,Montréal,45.50154263,-73.77649659,Glenn,0,0.030413103,rue
57480,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,4558,,0,4570,FALSE,1609605,,Montréal,Montréal,45.50209333,-73.7753664,Alexander,0,0.032914073,rue
57490,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,9039,9050,,9055,9062,FALSE,1609608,,Montréal,Montréal,45.50189157,-73.77836528,Logan,0,0.028570444,rue
57491,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,9057,9082,,9079,9094,FALSE,1609609,,Montréal,Montréal,45.50194382,-73.7793026,Logan,0,0.029367221,rue
57492,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,9060,,0,9140,FALSE,1609610,,Montréal,Montréal,45.50112884,-73.7789413,Cérès,0,0.027283758,avenue
57494,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,9060,,0,9140,FALSE,1609610,,Montréal,Montréal,45.50126495,-73.78048166,Cérès,0,0.026031632,avenue
57502,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4646,4639,,4650,4651,FALSE,1609614,,Montréal,Montréal,45.50293909,-73.77468869,Godard,0,0.03465117,rue
57506,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4646,4639,,4650,4651,FALSE,1609614,,Montréal,Montréal,45.5034018,-73.77601474,Godard,0,0.033168691,rue
57518,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,8659,8654,,8671,8670,FALSE,1609617,,Montréal,Montréal,45.50293508,-73.77848846,Anthony,0,0.033661644,rue
57530,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9537,9540,Ouest,9569,9558,FALSE,1609622,,Montréal,Montréal,45.50405654,-73.7804314,Gouin,0,0.02795711,boulevard
57531,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,3,2,,11,14,FALSE,1609623,,Montréal,Montréal,45.50555036,-73.77960713,Talbot,0,0.031880606,place
57533,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4755,4750,,4805,4770,FALSE,1609626,,Montréal,Montréal,45.5066781,-73.78137341,Lalande,0,0.032356149,boulevard
57534,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4807,4800,,4821,4818,FALSE,1609627,,Montréal,Montréal,45.50724738,-73.78226649,Lalande,0,0.033379053,boulevard
57535,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4823,0,,4825,0,FALSE,1609628,,Montréal,Montréal,45.50737235,-73.78247818,Lalande,0,0.033613579,boulevard
57536,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4829,4826,,4833,4826,FALSE,1609629,,Montréal,Montréal,45.50762985,-73.78289122,Lalande,0,0.03408198,boulevard
57537,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,0,,0,0,FALSE,1609632,,Montréal,Montréal,45.50079495,-73.78132665,Edward-Higgins,0,0.025796267,rue
57539,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4030,4001,,4560,4521,FALSE,1609633,,Montréal,Montréal,45.50123862,-73.78204025,Edward-Higgins,0,0.025044705,rue
57545,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,9241,9252,,9351,9312,FALSE,1609634,,Montréal,Montréal,45.50166338,-73.78311606,Boisjoli,0,0.023782939,rue
57550,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4103,4062,,4193,4302,FALSE,1609635,,Montréal,Montréal,45.5012709,-73.78534583,Delaney,0,0.021887026,rue
57552,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4686,4687,,4694,4695,FALSE,1609638,,Montréal,Montréal,45.5040643,-73.78179085,Robitaille,0,0.026815171,rue
57557,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,45,20,,47,60,FALSE,1609641,,Montréal,Montréal,45.5056377,-73.78270305,Gilmour,0,0.0306675,rue
57572,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4785,0,,4789,0,FALSE,1609648,de,Montréal,Montréal,45.50541582,-73.78488807,Lucerne,0,0.024665256,rue
57576,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4793,4786,,4853,4880,FALSE,1609649,de,Montréal,Montréal,45.50528231,-73.78606666,Lucerne,0,0.023510061,rue
57582,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4777,4786,,4851,4866,FALSE,1609651,,Montréal,Montréal,45.50775467,-73.78867592,Edward,0,0.02783798,rue
57588,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9775,9720,Ouest,9775,9800,FALSE,1609655,,Montréal,Montréal,45.50494857,-73.786211,Gouin,0,0.023142235,boulevard
57589,Pierrefonds-Roxboro,Pierrefonds-Roxboro,6,9775,9720,Ouest,9775,9800,FALSE,1609655,,Montréal,Montréal,45.50531483,-73.78799534,Gouin,0,0.024717677,boulevard
57593,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4777,4780,,4853,4872,FALSE,1609659,,Montréal,Montréal,45.50830049,-73.78820564,Rachel,0,0.02923208,rue
57595,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4869,0,,4879,0,FALSE,1609660,,Montréal,Montréal,45.50826697,-73.78900813,Pierre-Lauzon,0,0.028550608,rue
57597,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,4870,,0,4870,FALSE,1609661,,Montréal,Montréal,45.50898196,-73.78916057,Edward,0,0.029425265,rue
57598,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4835,4830,,4839,4832,FALSE,1609662,,Montréal,Montréal,45.50801047,-73.78348651,Lalande,0,0.034764744,boulevard
57599,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,0,4880,,0,4910,FALSE,1609664,,Montréal,Montréal,45.50594889,-73.79106174,Victoria,0,0.027426656,rue
57623,Pierrefonds-Roxboro,Pierrefonds-Roxboro,0,4801,4796,,4831,4832,FALSE,1609667,,Montréal,Montréal,45.50786871,-73.78492593,Colonial,0,0.036467056,rue
57625,Verdun,Verdun,0,646,647,,660,661,FALSE,1609671,de,Montréal,Montréal,45.45600808,-73.5489201,Gaspé,0,0.33086842,rue
57627,Verdun,Verdun,0,662,663,,666,663,FALSE,1609672,de,Montréal,Montréal,45.45552769,-73.54960347,Gaspé,0,0.329444048,rue
57628,Verdun,Verdun,0,668,669,,668,669,FALSE,1609673,de,Montréal,Montréal,45.45460007,-73.54832794,Gaspé,0,0.326736846,rue
57632,Verdun,Verdun,0,500,0,,500,0,FALSE,1609676,de,Montréal,Montréal,45.45358833,-73.54692166,Gaspé,0,0.169561817,rue
57633,Verdun,Verdun,0,0,0,,0,0,FALSE,1609678,,Montréal,Montréal,45.45255091,-73.54827652,Hall,0,0.327297907,rue
57636,Verdun,Verdun,0,515,500,,515,500,FALSE,1609680,,Montréal,Montréal,45.45455628,-73.54579957,François,0,0.030681578,rue
57637,Verdun,Verdun,0,0,0,,0,0,FALSE,1609681,,Montréal,Montréal,45.45536015,-73.54442124,Elgar,0,0.028862144,rue
57639,Verdun,Verdun,0,288,0,,300,0,FALSE,1609683,,Montréal,Montréal,45.45545249,-73.54454567,Elgar,0,0.028657308,rue
57641,Verdun,Verdun,0,288,0,,300,0,FALSE,1609683,,Montréal,Montréal,45.45645531,-73.54591999,Elgar,0,0.030640973,rue
57648,Verdun,Verdun,0,0,0,,0,0,FALSE,1609687,,Montréal,Montréal,45.45655206,-73.54322206,Darwin,0,0.026599763,rue
57657,Verdun,Verdun,5,0,0,,0,0,FALSE,1609697,de l',Montréal,Montréal,45.45348607,-73.54677686,Île-des-Soeurs,-1,0.185594152,boulevard
57661,Verdun,Verdun,5,0,0,,0,0,FALSE,1609697,de l',Montréal,Montréal,45.45239332,-73.54818689,Île-des-Soeurs,-1,0.346170503,boulevard
57665,Verdun,Verdun,0,0,100,,0,100,FALSE,1609700,,Montréal,Montréal,45.45448283,-73.54569531,François,0,0.042210804,rue
57670,Verdun,Verdun,5,0,0,,0,0,FALSE,1609704,de l',Montréal,Montréal,45.45647721,-73.54303095,Île-des-Soeurs,-1,0.026847273,boulevard
57691,Verdun,Verdun,0,0,0,,0,0,FALSE,1609718,,Montréal,Montréal,45.45845688,-73.54589323,Berlioz,0,0.023856551,rue
57693,Verdun,Verdun,0,510,0,,530,0,FALSE,1609720,,Montréal,Montréal,45.46117688,-73.54289192,Landreville,0,0.018848102,rue
57696,Verdun,Verdun,0,260,251,,274,273,FALSE,1609721,,Montréal,Montréal,45.45937227,-73.54064443,Wilson,0,0.024697704,rue
57697,Verdun,Verdun,0,260,251,,274,273,FALSE,1609721,,Montréal,Montréal,45.45965949,-73.54264136,Wilson,0,0.021696975,rue
57698,Verdun,Verdun,0,202,0,,202,0,FALSE,1609723,,Montréal,Montréal,45.459352,-73.54460215,Berlioz,0,0.022040764,rue
57699,Verdun,Verdun,0,511,0,,511,0,FALSE,1609724,,Montréal,Montréal,45.46029425,-73.54587114,Abélard,0,0.023214481,rue
57701,Verdun,Verdun,5,0,0,,0,0,FALSE,1609727,de l',Montréal,Montréal,45.45945677,-73.54444109,Île-des-Soeurs,-1,0.021821055,boulevard
