,ARR_DRT,ARR_GCH,CLASSE,DEB_DRT,DEB_GCH,DIR_VOIE,DIST_TO_FS,FIN_DRT,FIN_GCH,FIRE_STATION,ID_TRC,LIE_VOIE,LIM_DRT,LIM_GCH,Latitude,Longitude,NOM_VOIE,SENS_CIR,TYP_VOIE
659,Ahuntsic-Cartierville,Ahuntsic-Cartierville,5,0,0,,1.560986004,0,0,FALSE,1010290,,Montréal,Montréal,45.52427564,-73.70767941,Grenet,0,rue
661,Ahuntsic-Cartierville,Ahuntsic-Cartierville,5,0,0,,1.498570375,0,0,FALSE,1010290,,Montréal,Montréal,45.52465369,-73.70827128,Grenet,0,rue
669,Ahuntsic-Cartierville,Ahuntsic-Cartierville,5,11785,11780,,1.332443815,11833,11830,FALSE,1010292,,Montréal,Montréal,45.52565367,-73.70985418,Grenet,0,rue
672,Ahuntsic-Cartierville,Ahuntsic-Cartierville,5,11905,11900,,1.1268821,11957,11950,FALSE,1010293,,Montréal,Montréal,45.52700405,-73.71197392,Grenet,0,rue
676,Ahuntsic-Cartierville,Ahuntsic-Cartierville,5,0,11952,,1.026942721,0,11970,FALSE,1010296,,Montréal,Montréal,45.52760803,-73.7129234,Grenet,0,rue
679,Ahuntsic-Cartierville,Ahuntsic-Cartierville,5,12055,12002,,1.345090037,12085,12098,FALSE,1010298,,Montréal,Montréal,45.52952844,-73.71594916,Grenet,0,rue
683,Ahuntsic-Cartierville,Ahuntsic-Cartierville,5,12225,12110,,1.541869546,12227,12120,FALSE,1010299,,Montréal,Montréal,45.53072227,-73.71781286,Grenet,0,rue
687,Ahuntsic-Cartierville,Ahuntsic-Cartierville,5,12235,12210,,1.6614733,12245,12240,FALSE,1010301,,Montréal,Montréal,45.53144526,-73.71894904,Grenet,0,rue
696,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12385,12380,,2.035637226,12485,12490,FALSE,1010305,,Montréal,Montréal,45.5348936,-73.72338812,Grenet,0,rue
703,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11761,11762,,0.392751433,11845,11846,FALSE,1010308,,Montréal,Montréal,45.53200953,-73.70191019,Guertin,-1,rue
706,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11855,11850,,0.086592758,11985,11980,FALSE,1010309,,Montréal,Montréal,45.5339659,-73.70496967,Guertin,-1,rue
712,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12143,0,,0.656302921,12215,0,FALSE,1010311,,Montréal,Montréal,45.53681125,-73.70946572,Guertin,0,rue
717,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12095,12110,,3.252642647,12115,12200,FALSE,1010317,,Montréal,Montréal,45.51152092,-73.74787988,Henri-Beau,0,avenue
718,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12273,12202,,3.16860392,12275,12270,FALSE,1010320,,Montréal,Montréal,45.51203962,-73.74866383,Henri-Beau,0,avenue
719,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,7777,7770,,3.492800903,7845,7840,FALSE,1010324,,Montréal,Montréal,45.52528526,-73.73845345,Henri-Béland,0,avenue
722,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12261,0,,2.865259383,12271,0,FALSE,1010325,,Montréal,Montréal,45.52561657,-73.72930384,Henri-D'Arles,0,rue
727,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12261,0,,2.791398547,12271,0,FALSE,1010325,,Montréal,Montréal,45.52610487,-73.72993139,Henri-D'Arles,0,rue
740,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12005,11990,,3.25321027,12065,12080,FALSE,1010339,,Montréal,Montréal,45.52294006,-73.72979257,Jasmin,0,rue
743,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12101,12082,,3.114017915,12185,12184,FALSE,1010340,,Montréal,Montréal,45.52412275,-73.73167263,Jasmin,0,rue
761,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,3965,3950,,0.461325621,4095,4070,FALSE,1010343,,Montréal,Montréal,45.53267364,-73.69989821,Jauron,0,rue
764,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11985,0,,2.857725595,11997,0,FALSE,1010344,,Montréal,Montréal,45.52397998,-73.72559826,Jean-Bouillet,0,avenue
767,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12005,12000,,2.908342533,12087,12064,FALSE,1010345,,Montréal,Montréal,45.52479672,-73.7268548,Jean-Bouillet,0,avenue
770,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12157,12160,,2.831753698,12181,12176,FALSE,1010346,,Montréal,Montréal,45.52572981,-73.727489,Jean-Bouillet,0,avenue
776,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12183,12188,,2.752617489,12199,12190,FALSE,1010347,,Montréal,Montréal,45.52632997,-73.72802886,Jean-Bouillet,0,avenue
777,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,6815,0,,2.701086436,6835,0,FALSE,1010348,,Montréal,Montréal,45.52662246,-73.72751602,Jean-Bourdon,0,avenue
783,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,7055,7002,,2.93966923,7099,7070,FALSE,1010350,,Montréal,Montréal,45.52519601,-73.7300464,Jean-Bourdon,0,avenue
788,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,7101,7110,,3.042556327,7215,7200,FALSE,1010351,,Montréal,Montréal,45.52458356,-73.73103465,Jean-Bourdon,0,avenue
798,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,7600,,3.051704888,0,7694,FALSE,1010355,,Montréal,Montréal,45.52253323,-73.73397596,Jean-Bourdon,0,avenue
799,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,7721,7710,,3.056211639,7801,7810,FALSE,1010356,,Montréal,Montréal,45.52245928,-73.73408801,Jean-Bourdon,0,avenue
804,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,7985,7812,,3.334293798,7985,7900,FALSE,1010357,,Montréal,Montréal,45.52067815,-73.73659191,Jean-Bourdon,0,avenue
820,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,9035,0,,3.748739066,9095,0,FALSE,1010360,,Montréal,Montréal,45.51809827,-73.74033504,Jean-Bourdon,0,avenue
827,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,3.281536076,0,0,FALSE,1010362,,Montréal,Montréal,45.5128001,-73.747705,Jean-Bourdon,0,avenue
828,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,9215,9210,,3.201777596,9215,9220,FALSE,1010363,,Montréal,Montréal,45.51227263,-73.74839819,Jean-Bourdon,0,avenue
829,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,9265,9250,,3.076469428,9265,9250,FALSE,1010365,,Montréal,Montréal,45.511463,-73.74951244,Jean-Bourdon,0,avenue
832,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,9275,9260,,2.968696126,9285,9290,FALSE,1010367,,Montréal,Montréal,45.51103807,-73.75074718,Jean-Bourdon,0,avenue
833,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,4105,0,,0.207964195,4155,0,FALSE,1010371,,Montréal,Montréal,45.53422989,-73.70230116,Jean-Massé,0,place
839,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11355,0,,1.040037465,11375,0,FALSE,1010372,,Montréal,Montréal,45.52917486,-73.69434518,Jean-Massé,0,rue
841,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11385,0,,1.089923619,11395,0,FALSE,1010373,,Montréal,Montréal,45.52947629,-73.69481923,Jean-Massé,0,rue
849,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,11826,,0.393047563,0,11848,FALSE,1010376,,Montréal,Montréal,45.53308378,-73.70055019,Jean-Massé,0,rue
852,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,11864,,0.327259477,0,11874,FALSE,1010377,,Montréal,Montréal,45.53349357,-73.70120194,Jean-Massé,0,rue
858,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11937,0,,0.247431586,11967,0,FALSE,1010379,,Montréal,Montréal,45.53449204,-73.70263006,Jean-Massé,0,rue
860,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12415,12410,,3.792108843,12445,12450,FALSE,1010393,,Montréal,Montréal,45.52250291,-73.74094071,Joseph-Édouard-Samson,0,avenue
869,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,12001,12000,,1.192378202,12051,12044,FALSE,1010399,,Montréal,Montréal,45.52646777,-73.71428584,Lachapelle,1,rue
872,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,12001,12000,,1.355561392,12051,12044,FALSE,1010399,,Montréal,Montréal,45.52744301,-73.71584817,Lachapelle,1,rue
875,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,12057,12050,,1.510908953,12099,12098,FALSE,1010400,,Montréal,Montréal,45.52841773,-73.71736844,Lachapelle,1,rue
880,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,12141,12152,,1.70761291,12197,12198,FALSE,1010403,,Montréal,Montréal,45.52961794,-73.7192409,Lachapelle,1,rue
888,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,5253,0,,0.642786099,5597,0,FALSE,1010409,,Montréal,Montréal,45.53029939,-73.70782496,De Lamotte,0,rue
891,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,5253,0,,0.905006165,5597,0,FALSE,1010409,,Montréal,Montréal,45.52851831,-73.71002958,De Lamotte,0,rue
892,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,11933,0,,1.396455787,11933,0,FALSE,1010413,,Montréal,Montréal,45.52537545,-73.71335369,Laurentien,-1,boulevard
894,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,11933,0,,1.310402406,11933,0,FALSE,1010413,,Montréal,Montréal,45.52574093,-73.71432699,Laurentien,-1,boulevard
897,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,0,11950,,1.267528559,0,11952,FALSE,1010415,,Montréal,Montréal,45.52592018,-73.71481391,Laurentien,-1,boulevard
898,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,12053,12050,,1.445517721,12105,12150,FALSE,1010417,,Montréal,Montréal,45.52667714,-73.71682532,Laurentien,-1,boulevard
902,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,12333,0,,2.11004464,12387,0,FALSE,1010420,,Montréal,Montréal,45.53042958,-73.72417796,Laurentien,1,boulevard
905,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,6400,,2.552054012,0,6432,FALSE,1010424,,Montréal,Montréal,45.52655148,-73.722313,Laurin,0,rue
910,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11761,11760,,0.54570891,11849,11846,FALSE,1010426,,Montréal,Montréal,45.53098321,-73.7032167,Lavigne,-1,rue
913,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11855,11850,,0.242006869,11991,11980,FALSE,1010427,,Montréal,Montréal,45.53292264,-73.70629649,Lavigne,-1,rue
915,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12005,12006,,0.522239374,12131,12138,FALSE,1010428,,Montréal,Montréal,45.53470912,-73.7091295,Lavigne,-1,rue
921,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,5841,0,,1.425955053,5843,0,FALSE,1010430,,Montréal,Montréal,45.52898645,-73.71664075,Legault,0,rue
926,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,6621,6620,,2.788158219,6667,6672,FALSE,1010435,,Montréal,Montréal,45.52607171,-73.72314232,Léon-Trépanier,0,avenue
969,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,6900,,2.932779621,0,6934,FALSE,1010441,,Montréal,Montréal,45.52346021,-73.72621242,Léon-Trépanier,0,avenue
972,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,6940,,3.007387435,0,6988,FALSE,1010442,,Montréal,Montréal,45.52294231,-73.72682079,Léon-Trépanier,0,avenue
980,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,2.986324021,0,0,FALSE,1010456,,Montréal,Montréal,45.52439371,-73.72766923,Louis-Jadon,0,avenue
981,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,12170,,3.077749971,0,12184,FALSE,1010457,,Montréal,Montréal,45.52421323,-73.72846457,Louis-Jadon,0,avenue
984,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,12170,,3.012169596,0,12184,FALSE,1010457,,Montréal,Montréal,45.52472014,-73.72929583,Louis-Jadon,0,avenue
986,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,3965,3972,,0.504752067,4005,4000,FALSE,1010465,de,Montréal,Montréal,45.53408983,-73.69926714,Louisbourg,0,rue
988,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,3965,3972,,0.495350458,4005,4000,FALSE,1010465,de,Montréal,Montréal,45.53375483,-73.69969766,Louisbourg,0,rue
999,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,0.624293731,0,0,FALSE,1010470,de,Montréal,Montréal,45.53045479,-73.70388613,Louisbourg,0,rue
1002,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,0.702491392,0,0,FALSE,1010471,de,Montréal,Montréal,45.5299297,-73.70455343,Louisbourg,0,rue
1005,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,0.774528986,0,0,FALSE,1010472,de,Montréal,Montréal,45.52944506,-73.7051667,Louisbourg,0,rue
1008,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,0.84210199,0,0,FALSE,1010473,de,Montréal,Montréal,45.52898901,-73.7057396,Louisbourg,0,rue
1011,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,5455,5260,,1.106188518,5455,5590,FALSE,1010474,de,Montréal,Montréal,45.52719167,-73.70795401,Louisbourg,0,rue
1012,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,1.115019503,0,0,FALSE,1010475,de,Montréal,Montréal,45.52713159,-73.70802809,Louisbourg,0,rue
1015,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,1.186737482,0,0,FALSE,1010476,de,Montréal,Montréal,45.52664428,-73.70863075,Louisbourg,0,rue
1022,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,5835,5810,,1.419114648,5837,5820,FALSE,1010479,de,Montréal,Montréal,45.52506342,-73.71058026,Louisbourg,0,rue
1025,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,1.49633214,0,0,FALSE,1010480,de,Montréal,Montréal,45.52453754,-73.71122699,Louisbourg,0,rue
1033,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,0.425907345,0,0,FALSE,1010485,,Montréal,Montréal,45.53456202,-73.70002186,Luc-Rochefort,0,rue
1034,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,1,,3.19362159,0,17,FALSE,1010486,,Montréal,Montréal,45.50939231,-73.74814589,Maple,0,rue
1035,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,0.061057474,0,0,FALSE,1010487,,Montréal,Montréal,45.53483109,-73.70387122,Marsan,0,rue
1041,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12145,12190,,3.303732519,12235,12250,FALSE,1010490,,Montréal,Montréal,45.51006506,-73.7473861,Martin,0,avenue
1044,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,5805,0,,1.630451263,5845,0,FALSE,1010491,,Montréal,Montréal,45.53013425,-73.71857953,De Mésy,0,rue
1056,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,6697,6770,,2.788904045,6757,6796,FALSE,1010494,,Montréal,Montréal,45.52555986,-73.72577888,Métivier,0,rue
1083,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11769,11774,,1.218109643,11839,11848,FALSE,1010504,,Montréal,Montréal,45.52657635,-73.70456741,De Meulles,0,rue
1101,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11985,11968,,0.800945515,11987,11990,FALSE,1010508,,Montréal,Montréal,45.52914346,-73.71102398,De Meulles,0,rue
1131,Ahuntsic-Cartierville,Ahuntsic-Cartierville,5,11851,11850,,0.320765001,11975,11988,FALSE,1010525,,Montréal,Montréal,45.5323936,-73.70696832,O'Brien,0,boulevard
1148,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,9078,9081,,3.828729406,9100,9091,FALSE,1010539,,Montréal,Montréal,45.5184771,-73.74120744,Paul-Morand,0,rue
1154,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,7755,7750,,3.424774438,7821,7850,FALSE,1010544,,Montréal,Montréal,45.52487451,-73.73780671,Philippe-Rottot,0,avenue
1172,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,4100,,0.172641986,0,4152,FALSE,1010589,,Montréal,Montréal,45.53550411,-73.70281271,De Salaberry,-1,rue
1175,Ahuntsic-Cartierville,Ahuntsic-Cartierville,8,0,0,,0.122174746,0,0,FALSE,1010591,,Montréal,Montréal,45.53526108,-73.70338551,Non-nommée,-1,voie
1211,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12003,12000,,1.109208381,12095,12096,FALSE,1010599,,Montréal,Montréal,45.52704849,-73.71361377,Ranger,-1,rue
1228,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12385,12384,,2.090167902,12519,12502,FALSE,1010604,,Montréal,Montréal,45.53429343,-73.72413073,Ranger,1,rue
1232,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12377,0,,2.006273064,12417,0,FALSE,1010606,de,Montréal,Montréal,45.53263644,-73.72327091,Rivoli,-1,avenue
1234,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12419,12460,,2.155905598,12537,12526,FALSE,1010607,de,Montréal,Montréal,45.53354733,-73.72468409,Rivoli,-1,avenue
1251,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,3,4,,2.661589107,23,20,FALSE,1010612,du,Montréal,Montréal,45.51029851,-73.75367477,Ruisseau,0,avenue
1266,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,5025,5010,,0.398818638,5095,5090,FALSE,1010623,,Montréal,Montréal,45.53186942,-73.70763431,De Salaberry,0,rue
1269,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,5101,5180,,0.470826859,5195,5182,FALSE,1010624,,Montréal,Montréal,45.53138664,-73.70825,De Salaberry,0,rue
1272,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,5205,5240,,0.538696343,5285,5280,FALSE,1010625,,Montréal,Montréal,45.53092463,-73.70881888,De Salaberry,0,rue
1294,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12385,12386,,1.969796367,12495,12510,FALSE,1010636,,Montréal,Montréal,45.53547592,-73.72262864,De Serres,0,rue
1313,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12155,12150,,1.113535992,12387,12362,FALSE,1010649,,Montréal,Montréal,45.53550243,-73.71481159,Saint-Évariste,1,rue
1341,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,3.467846061,0,0,FALSE,1010663,,Montréal,Montréal,45.52513548,-73.73821503,Toupin,0,boulevard
1342,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,3.505978849,0,0,FALSE,1010664,,Montréal,Montréal,45.52536473,-73.73857886,Toupin,0,boulevard
1353,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,12240,,3.209741167,0,12260,FALSE,1010667,,Montréal,Montréal,45.52338091,-73.73555213,Toupin,-1,boulevard
1396,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,12600,,2.181897505,0,12664,FALSE,1010692,,Montréal,Montréal,45.5326345,-73.72515875,Odette-Oligny,-1,rue
1410,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,12600,,2.169682633,0,12664,FALSE,1010692,,Montréal,Montréal,45.53171137,-73.72574623,Odette-Oligny,-1,rue
1452,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12331,12350,,2.511012092,12545,12530,FALSE,1010711,,Montréal,Montréal,45.53145218,-73.72762473,Cousineau,0,rue
1454,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,2.558179119,0,0,FALSE,1010712,de,Montréal,Montréal,45.53176813,-73.72722103,L'Abord-à-Plouffe,0,rue
1463,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,1.512100074,0,0,FALSE,1010714,,Montréal,Montréal,45.52455245,-73.70836753,Grenet,0,rue
1464,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,0,0,,2.130406106,0,0,FALSE,1010715,,Montréal,Montréal,45.53162019,-73.72526259,Lachapelle,1,rue
1475,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,0,0,,2.186119254,0,0,FALSE,1010715,,Montréal,Montréal,45.53130672,-73.7257355,Lachapelle,1,rue
1476,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,11700,,0.835067386,0,11740,FALSE,1010719,,Montréal,Montréal,45.53107684,-73.69634163,Élie-Blanchard,0,avenue
1482,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,0.272535384,0,0,FALSE,1011000,,Montréal,Montréal,45.53451597,-73.70158567,Jean-Massé,0,place
1495,Saint-Laurent,Saint-Laurent,7,0,11800,,1.50889547,0,11850,FALSE,1011001,,Montréal,Montréal,45.52445257,-73.7113332,Laurentien,-1,boulevard
1501,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12225,0,,3.274528106,12225,0,FALSE,1011038,,Montréal,Montréal,45.51167112,-73.74769851,Henri-Beau,0,place
1502,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,12160,,3.093085768,0,12180,FALSE,1011039,,Montréal,Montréal,45.52428,-73.7305523,Gilles-Hocquart,0,place
1504,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,6993,6964,,2.830543139,6993,6994,FALSE,1011040,de,Montréal,Montréal,45.52636047,-73.72959874,Nevers,0,place
1508,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,2.818545702,0,0,FALSE,1011041,,Montréal,Montréal,45.52574746,-73.7260478,Métivier,0,place
1509,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11895,11900,,1.390739523,11925,11900,FALSE,1011042,,Montréal,Montréal,45.52527228,-73.71239717,Dulongpré,0,rue
1518,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11895,11900,,1.533975439,11925,11900,FALSE,1011042,,Montréal,Montréal,45.52617174,-73.71232001,Dulongpré,0,rue
1519,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11595,11710,,1.222303735,11605,11740,FALSE,1011043,,Montréal,Montréal,45.52664249,-73.70151774,Saint-Évariste,0,rue
1532,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11699,11698,,1.134060901,11699,11700,FALSE,1011044,,Montréal,Montréal,45.52737161,-73.70035213,Saint-Germain,0,boulevard
1536,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,1.175004801,0,0,FALSE,1011045,de la,Montréal,Montréal,45.52964295,-73.69375437,Paix,-1,rue
1539,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11685,11630,,0.924034298,11695,11690,FALSE,1011046,,Montréal,Montréal,45.53070828,-73.69533014,Élie-Blanchard,0,avenue
1546,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,0.968551153,0,0,FALSE,1011047,de,Montréal,Montréal,45.5376309,-73.71249025,La Minerve,0,place
1548,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,12325,12320,,1.021094859,12335,12330,FALSE,1011048,de la,Montréal,Montréal,45.53678316,-73.71411169,Capricieuse,0,place
1549,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,0,0,,0.678733581,0,0,FALSE,1011049,,Montréal,Montréal,45.53247953,-73.69803359,Élie-Blanchard,0,avenue
1552,Ahuntsic-Cartierville,Ahuntsic-Cartierville,0,11415,0,,1.073131317,11695,0,FALSE,1011054,,Montréal,Montréal,45.52959056,-73.69499946,Jean-Massé,0,rue
1597,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,0,0,,2.263594874,0,0,FALSE,1020016,de l',Montréal,Montréal,45.53526727,-73.66861148,Acadie,-1,boulevard
1602,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,0,0,,2.465231106,0,0,FALSE,1020016,de l',Montréal,Montréal,45.53475997,-73.67109398,Acadie,-1,boulevard
1606,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,0,10000,,2.623937572,0,10050,FALSE,1020018,de l',Montréal,Montréal,45.53435643,-73.67304619,Acadie,-1,boulevard
1607,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,0,10500,,2.682596321,0,10542,FALSE,1020021,de l',Montréal,Montréal,45.53365546,-73.67664571,Acadie,-1,boulevard
1617,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,0,10500,,2.491860464,0,10542,FALSE,1020021,de l',Montréal,Montréal,45.53370227,-73.67907754,Acadie,-1,boulevard
1618,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,0,0,,2.404766167,0,0,FALSE,1020023,de l',Montréal,Montréal,45.53394277,-73.6801403,Acadie,-1,boulevard
1621,Ahuntsic-Cartierville,Ahuntsic-Cartierville,7,0,0,,2.34219016,0,0,FALSE,1020023,de l',Montréal,Montréal,45.53420248,-73.68085127,Acadie,-1,boulevard
1622,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,0,,2.325827855,0,0,FALSE,1020024,de l',Montréal,Montréal,45.53428654,-73.6810236,Acadie,-1,boulevard
1625,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,0,,2.152116156,0,0,FALSE,1020024,de l',Montréal,Montréal,45.53512148,-73.68290752,Acadie,-1,boulevard
1626,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,11250,,2.016410481,0,11450,FALSE,1020027,de l',Montréal,Montréal,45.5357884,-73.68436601,Acadie,-1,boulevard
1629,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,11250,,1.717199667,0,11450,FALSE,1020027,de l',Montréal,Montréal,45.53725059,-73.68758952,Acadie,-1,boulevard
1632,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,11600,,1.59301811,0,11602,FALSE,1020028,de l',Montréal,Montréal,45.53785653,-73.68892824,Acadie,-1,boulevard
1634,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,11750,,1.495331738,0,11764,FALSE,1020029,de l',Montréal,Montréal,45.53833663,-73.68997816,Acadie,-1,boulevard
1635,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,11770,,1.364448534,0,11836,FALSE,1020030,de l',Montréal,Montréal,45.53897548,-73.69138896,Acadie,-1,boulevard
1636,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,11880,,1.208614128,0,11960,FALSE,1020031,de l',Montréal,Montréal,45.53972986,-73.69307275,Acadie,-1,boulevard
1638,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,11880,,0.970161599,0,11960,FALSE,1020031,de l',Montréal,Montréal,45.54069742,-73.69580394,Acadie,-1,boulevard
1641,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,12010,,1.053427717,0,12044,FALSE,1020032,de l',Montréal,Montréal,45.54114376,-73.69706003,Acadie,-1,boulevard
1642,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,0,,1.111410643,0,0,FALSE,1020034,de l',Montréal,Montréal,45.54172552,-73.69871934,Acadie,-1,boulevard
1644,Ahuntsic-Cartierville,Ahuntsic-Cartierville,6,0,0,,1.273314272,0,0,FALSE,1020034,de l',Montréal,Montréal,45.54261634,-73.70125477,Acadie,-1,boulevard
